episode num = '0', episode_total_immediate_rewards = '21.7254702251', episode_total_reward = '21.7254702251', current_state = '10001000001000000', actions_taken = '0,4,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '28', episode_total_immediate_rewards = '4.76495468454', episode_total_reward = '5.90029193016', current_state = '00100000000110000', actions_taken = '12,2,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '29', episode_total_immediate_rewards = '10.9319342396', episode_total_reward = '19.9607130303', current_state = '10100000001000000', actions_taken = '0,2,10', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '3.42697462921', episode_total_reward = '3.42697462921', current_state = '00111000000000000', actions_taken = '4,3,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '5.35414194522', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '3.91525337579', episode_total_reward = '5.6849967807', current_state = '01001000000100000', actions_taken = '11,4,1', strategy = ['exploit', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '4.66038122141', episode_total_reward = '4.66038122141', current_state = '01100000000100000', actions_taken = '2,1,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '8.75522091367', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '5', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '7', episode_total_immediate_rewards = '3.72429015709', episode_total_reward = '5.79858329459', current_state = '00011000001000000', actions_taken = '4,3,10', strategy = ['explore', 'exploit', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '9', episode_total_immediate_rewards = '4.12322881991', episode_total_reward = '4.12322881991', current_state = '00100000001010000', actions_taken = '10,12,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '4.57336290936', episode_total_reward = '7.81130832146', current_state = '00100000001100000', actions_taken = '11,10,2', strategy = ['exploit', 'explore', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '5.07758029138', episode_total_reward = '8.31552570348', current_state = '10100000000100000', actions_taken = '11,2,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '15', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '16', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '4.12322881991', episode_total_reward = '6.62192048683', current_state = '00100000001010000', actions_taken = '10,12,2', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '4.8755479596', episode_total_reward = '4.8755479596', current_state = '10010000000010000', actions_taken = '3,0,12', strategy = ['explore', 'explore', 'explore'] 
episode num = '19', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '4.63804399394', episode_total_reward = '9.50732496959', current_state = '10001000000100000', actions_taken = '11,0,4', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '22', episode_total_immediate_rewards = '5.35414194522', episode_total_reward = '10.2234229209', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '4.63804399394', episode_total_reward = '9.50732496959', current_state = '10001000000100000', actions_taken = '11,0,4', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '5.51526679388', episode_total_reward = '10.3845477695', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '4.71336325425', episode_total_reward = '7.89445406286', current_state = '11010000000000000', actions_taken = '3,0,1', strategy = ['explore', 'exploit', 'explore'] 
episode num = '26', episode_total_immediate_rewards = '4.57336290936', episode_total_reward = '9.24168815882', current_state = '00100000001100000', actions_taken = '11,10,2', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '5.51526679388', episode_total_reward = '10.5295601333', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '28', episode_total_immediate_rewards = '5.51526679388', episode_total_reward = '10.6600712607', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '5.51526679388', episode_total_reward = '10.6600712607', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '10.2011248778', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '6.0758746019', episode_total_reward = '9.22961746393', current_state = '11010000000000000', actions_taken = '0,1,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '4.11584840094', episode_total_reward = '4.11584840094', current_state = '00001000001010000', actions_taken = '10,12,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '3.19798989114', episode_total_reward = '3.19798989114', current_state = '00001000001100000', actions_taken = '4,11,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '8.23094938902', episode_total_reward = '14.4457459882', current_state = '11000000000010000', actions_taken = '0,12,1', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '8.05955346587', episode_total_reward = '17.0292984285', current_state = '10000000001010000', actions_taken = '0,12,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '6', episode_total_immediate_rewards = '5.84807382321', episode_total_reward = '11.7567650487', current_state = '10000000001010000', actions_taken = '0,10,12', strategy = ['exploit', 'explore', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '5.97655643906', episode_total_reward = '5.97655643906', current_state = '11000000001000000', actions_taken = '1,10,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '9', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '10', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '6.0758746019', episode_total_reward = '13.2225751908', current_state = '11010000000000000', actions_taken = '0,1,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '13', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '8.23619336383', episode_total_reward = '17.2059383264', current_state = '10010000000010000', actions_taken = '0,12,3', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '15', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '6.4467574441', episode_total_reward = '12.3554486696', current_state = '10000000000110000', actions_taken = '0,11,12', strategy = ['exploit', 'explore', 'explore'] 
episode num = '17', episode_total_immediate_rewards = '4.1679669019', episode_total_reward = '5.535940987', current_state = '01010000001000000', actions_taken = '10,3,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '18', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '8.26850726807', episode_total_reward = '17.2382522307', current_state = '10100000000010000', actions_taken = '0,12,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '20', episode_total_immediate_rewards = '4.45020324607', episode_total_reward = '4.45020324607', current_state = '00100000000110000', actions_taken = '2,12,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '21', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '10.2011248778', episode_total_reward = '19.1708698404', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '3.85571920972', episode_total_reward = '3.85571920972', current_state = '00011000000010000', actions_taken = '3,4,12', strategy = ['explore', 'explore', 'explore'] 
